time,u0,u1,u2,phase
710.5,2.77194e-05,8.22391e-05,-2.60203e-05,3
711,2.75763e-05,8.28708e-05,-2.71541e-05,3
711.5,2.74182e-05,8.3501e-05,-2.82644e-05,3
712,2.72455e-05,8.41299e-05,-2.93506e-05,3
712.5,2.70582e-05,8.47575e-05,-3.04122e-05,3
713,2.68565e-05,8.53839e-05,-3.14485e-05,3
713.5,2.66407e-05,8.60091e-05,-3.24591e-05,3
714,2.64108e-05,8.66334e-05,-3.34434e-05,3
714.5,2.61672e-05,8.72567e-05,-3.44009e-05,3
715,2.591e-05,8.78791e-05,-3.53313e-05,3
715.5,2.56394e-05,8.85007e-05,-3.62342e-05,3
716,2.53556e-05,8.91214e-05,-3.71091e-05,3
716.5,2.50589e-05,8.97415e-05,-3.79558e-05,3
717,2.47494e-05,9.03608e-05,-3.87739e-05,3
717.5,2.44275e-05,9.09794e-05,-3.95633e-05,3
718,2.40933e-05,9.15973e-05,-4.03237e-05,3
718.5,2.37471e-05,9.22147e-05,-4.10549e-05,3
719,2.33891e-05,9.28314e-05,-4.17568e-05,3
719.5,2.30196e-05,9.34475e-05,-4.24292e-05,3
720,2.26388e-05,9.4063e-05,-4.30721e-05,3
720.5,2.22469e-05,9.46779e-05,-4.36854e-05,3
721,2.18443e-05,9.52921e-05,-4.42692e-05,3
721.5,2.14311e-05,9.59058e-05,-4.48233e-05,3
722,2.10076e-05,9.65188e-05,-4.5348e-05,3
722.5,2.0574e-05,9.71311e-05,-4.58432e-05,3
723,2.01307e-05,9.77427e-05,-4.63091e-05,3
723.5,1.96779e-05,9.83536e-05,-4.67458e-05,3
724,1.92158e-05,9.89637e-05,-4.71535e-05,3
724.5,1.87447e-05,9.9573e-05,-4.75324e-05,3
725,1.82648e-05,0.000100181,-4.78828e-05,3
725.5,1.77764e-05,0.000100789,-4.82048e-05,3
726,1.72798e-05,0.000101396,-4.84988e-05,3
726.5,1.67751e-05,0.000102001,-4.87651e-05,3
727,1.62627e-05,0.000102606,-4.90041e-05,3
727.5,1.57428e-05,0.000103209,-4.9216e-05,3
728,1.52156e-05,0.000103811,-4.94014e-05,3
728.5,1.46814e-05,0.000104412,-4.95605e-05,3
729,1.41404e-05,0.000105011,-4.96938e-05,3
729.5,1.35929e-05,0.000105609,-4.98018e-05,3
730,1.30391e-05,0.000106206,-4.9885e-05,3
730.5,1.24793e-05,0.000106801,-4.99438e-05,3
731,1.19136e-05,0.000107394,-4.99788e-05,3
731.5,1.13422e-05,0.000107986,-4.99904e-05,3
732,1.07655e-05,0.000108575,-4.99793e-05,3
732.5,1.01837e-05,0.000109163,-4.99459e-05,3
733,9.59685e-06,0.000109749,-4.98909e-05,3
733.5,9.00529e-06,0.000110332,-4.98148e-05,3
734,8.4092e-06,0.000110914,-4.97183e-05,3
734.5,7.80879e-06,0.000111493,-4.96019e-05,3
735,7.20425e-06,0.000112069,-4.94663e-05,3
735.5,6.59578e-06,0.000112643,-4.93121e-05,3
736,5.98357e-06,0.000113215,-4.914e-05,3
736.5,5.3678e-06,0.000113784,-4.89505e-05,3
737,4.74867e-06,0.00011435,-4.87444e-05,3
737.5,4.12634e-06,0.000114913,-4.85222e-05,3
738,3.50099e-06,0.000115473,-4.82848e-05,3
738.5,2.87279e-06,0.00011603,-4.80327e-05,3
739,2.24189e-06,0.000116583,-4.77666e-05,3
739.5,1.60846e-06,0.000117134,-4.74872e-05,3
740,9.72649e-07,0.000117681,-4.71951e-05,3
740.5,3.34603e-07,0.000118224,-4.68911e-05,3
741,-3.05536e-07,0.000118764,-4.65758e-05,3
741.5,-9.4763e-07,0.0001193,-4.62499e-05,3
742,-1.59155e-06,0.000119833,-4.59141e-05,3
742.5,-2.23716e-06,0.000120361,-4.5569e-05,3
743,-2.88435e-06,0.000120886,-4.52154e-05,3
743.5,-3.53301e-06,0.000121406,-4.48538e-05,3
744,-4.18301e-06,0.000121922,-4.4485e-05,3
744.5,-4.83425e-06,0.000122434,-4.41096e-05,3
745,-5.48664e-06,0.000122941,-4.37283e-05,3
745.5,-6.14008e-06,0.000123444,-4.33416e-05,3
746,-6.79448e-06,0.000123943,-4.29504e-05,3
746.5,-7.44976e-06,0.000124436,-4.25551e-05,3
747,-8.10584e-06,0.000124925,-4.21564e-05,3
747.5,-8.76264e-06,0.000125409,-4.1755e-05,3
748,-9.4201e-06,0.000125888,-4.13514e-05,3
748.5,-1.00782e-05,0.000126362,-4.09463e-05,3
749,-1.07367e-05,0.000126831,-4.05402e-05,3
749.5,-1.13958e-05,0.000127295,-4.01337e-05,3
750,-1.20553e-05,0.000127753,-3.97275e-05,3
750.5,-1.27153e-05,0.000128206,-3.93219e-05,3
751,-1.33755e-05,0.000128654,-3.89177e-05,3
751.5,-1.40362e-05,0.000129095,-3.85153e-05,3
752,-1.46971e-05,0.000129532,-3.81153e-05,3
752.5,-1.53583e-05,0.000129962,-3.77182e-05,3
753,-1.60197e-05,0.000130387,-3.73245e-05,3
753.5,-1.66815e-05,0.000130806,-3.69346e-05,3
754,-1.73435e-05,0.000131218,-3.65491e-05,3
754.5,-1.80057e-05,0.000131625,-3.61685e-05,3
755,-1.86682e-05,0.000132026,-3.57931e-05,3
755.5,-1.9331e-05,0.00013242,-3.54234e-05,3
756,-1.9994e-05,0.000132808,-3.50598e-05,3
756.5,-2.06574e-05,0.00013319,-3.47029e-05,3
757,-2.13211e-05,0.000133566,-3.43528e-05,3
757.5,-2.19851e-05,0.000133934,-3.40101e-05,3
758,-2.26495e-05,0.000134297,-3.36751e-05,3
758.5,-2.33144e-05,0.000134652,-3.33481e-05,3
759,-2.39797e-05,0.000135001,-3.30296e-05,3
759.5,-2.46455e-05,0.000135343,-3.27198e-05,3
760,-2.53119e-05,0.000135679,-3.2419e-05,3
760.5,-2.5979e-05,0.000136007,-3.21275e-05,3
761,-2.66467e-05,0.000136328,-3.18457e-05,3
761.5,-2.73152e-05,0.000136642,-3.15737e-05,3
762,-2.79845e-05,0.000136949,-3.13119e-05,3
762.5,-2.86546e-05,0.000137249,-3.10605e-05,3
763,-2.93258e-05,0.000137542,-3.08197e-05,3
763.5,-2.9998e-05,0.000137827,-3.05896e-05,3
764,-3.06714e-05,0.000138105,-3.03706e-05,3
764.5,-3.1346e-05,0.000138375,-3.01628e-05,3
765,-3.20219e-05,0.000138638,-2.99663e-05,3
765.5,-3.26992e-05,0.000138893,-2.97813e-05,3
766,-3.33781e-05,0.00013914,-2.9608e-05,3
766.5,-3.40585e-05,0.00013938,-2.94464e-05,3
767,-3.47408e-05,0.000139612,-2.92966e-05,3
767.5,-3.54248e-05,0.000139836,-2.91588e-05,3
768,-3.61109e-05,0.000140052,-2.90331e-05,3
768.5,-3.6799e-05,0.00014026,-2.89194e-05,3
769,-3.74894e-05,0.00014046,-2.88178e-05,3
769.5,-3.8182e-05,0.000140651,-2.87284e-05,3
770,-3.88772e-05,0.000140835,-2.86511e-05,3
770.5,-3.95749e-05,0.00014101,-2.85861e-05,3
771,-4.02754e-05,0.000141176,-2.85331e-05,3
771.5,-4.09788e-05,0.000141335,-2.84923e-05,3
772,-4.16852e-05,0.000141485,-2.84636e-05,3
772.5,-4.23948e-05,0.000141626,-2.84469e-05,3
773,-4.31077e-05,0.000141758,-2.84422e-05,3
773.5,-4.3824e-05,0.000141882,-2.84493e-05,3
774,-4.4544e-05,0.000141997,-2.84681e-05,3
774.5,-4.52678e-05,0.000142103,-2.84986e-05,3
775,-4.59955e-05,0.0001422,-2.85406e-05,3
775.5,-4.67273e-05,0.000142288,-2.85939e-05,3
776,-4.74634e-05,0.000142367,-2.86584e-05,3
776.5,-4.82039e-05,0.000142437,-2.87339e-05,3
777,-4.89491e-05,0.000142498,-2.88202e-05,3
777.5,-4.9699e-05,0.000142549,-2.89171e-05,3
778,-5.04539e-05,0.000142591,-2.90243e-05,3
778.5,-5.12139e-05,0.000142624,-2.91417e-05,3
779,-5.19792e-05,0.000142647,-2.9269e-05,3
779.5,-5.275e-05,0.00014266,-2.94058e-05,3
780,-5.35265e-05,0.000142664,-2.9552e-05,3
780.5,-5.43089e-05,0.000142658,-2.97072e-05,3
781,-5.50973e-05,0.000142642,-2.98711e-05,3
781.5,-5.58919e-05,0.000142616,-3.00433e-05,3
782,-5.6693e-05,0.00014258,-3.02236e-05,3
782.5,-5.75006e-05,0.000142534,-3.04115e-05,3
783,-5.83151e-05,0.000142478,-3.06066e-05,3
783.5,-5.91365e-05,0.000142412,-3.08087e-05,3
784,-5.99652e-05,0.000142335,-3.10172e-05,3
784.5,-6.08012e-05,0.000142249,-3.12317e-05,3
785,-6.16448e-05,0.000142151,-3.14518e-05,3
785.5,-6.24962e-05,0.000142044,-3.1677e-05,3
786,-6.33555e-05,0.000141925,-3.19069e-05,3
786.5,-6.4223e-05,0.000141796,-3.21409e-05,3
787,-6.50989e-05,0.000141657,-3.23786e-05,3
787.5,-6.59833e-05,0.000141506,-3.26194e-05,3
788,-6.68764e-05,0.000141345,-3.28629e-05,3
788.5,-6.77785e-05,0.000141173,-3.31083e-05,3
789,-6.86897e-05,0.00014099,-3.33552e-05,3
789.5,-6.96102e-05,0.000140795,-3.36029e-05,3
790,-7.05403e-05,0.00014059,-3.38509e-05,3
790.5,-7.14801e-05,0.000140374,-3.40986e-05,3
791,-7.24297e-05,0.000140146,-3.43452e-05,3
791.5,-7.33895e-05,0.000139907,-3.45902e-05,3
792,-7.43595e-05,0.000139657,-3.48329e-05,3
792.5,-7.534e-05,0.000139396,-3.50726e-05,3
793,-7.63312e-05,0.000139123,-3.53085e-05,3
793.5,-7.73331e-05,0.000138838,-3.554e-05,3
794,-7.83461e-05,0.000138543,-3.57663e-05,3
794.5,-7.93703e-05,0.000138235,-3.59867e-05,3
795,-8.04058e-05,0.000137916,-3.62004e-05,3
795.5,-8.14528e-05,0.000137586,-3.64067e-05,3
796,-8.25116e-05,0.000137244,-3.66046e-05,3
796.5,-8.35822e-05,0.00013689,-3.67935e-05,3
797,-8.46649e-05,0.000136525,-3.69725e-05,3
797.5,-8.57597e-05,0.000136149,-3.71407e-05,3
798,-8.68669e-05,0.00013576,-3.72973e-05,3
798.5,-8.79865e-05,0.00013536,-3.74414e-05,3
799,-8.91189e-05,0.000134949,-3.75721e-05,3
799.5,-9.0264e-05,0.000134526,-3.76885e-05,3
800,-9.1422e-05,0.000134091,-3.77898e-05,3
800.5,-9.25931e-05,0.000133645,-3.78749e-05,3
801,-9.37774e-05,0.000133188,-3.7943e-05,3
801.5,-9.4975e-05,0.000132719,-3.79931e-05,3
802,-9.61861e-05,0.000132239,-3.80243e-05,3
802.5,-9.74108e-05,0.000131748,-3.80355e-05,3
803,-9.86491e-05,0.000131246,-3.80258e-05,3
803.5,-9.99013e-05,0.000130732,-3.79942e-05,3
804,-0.000101167,0.000130208,-3.79396e-05,3
804.5,-0.000102447,0.000129672,-3.78612e-05,3
805,-0.000103741,0.000129126,-3.77578e-05,3
805.5,-0.00010505,0.00012857,-3.76284e-05,3
806,-0.000106372,0.000128003,-3.74721e-05,3
806.5,-0.000107709,0.000127425,-3.72877e-05,3
807,-0.000109061,0.000126838,-3.70743e-05,3
807.5,-0.000110427,0.000126241,-3.68307e-05,3
808,-0.000111807,0.000125634,-3.6556e-05,3
808.5,-0.000113202,0.000125017,-3.6249e-05,3
809,-0.000114612,0.000124391,-3.59088e-05,3
809.5,-0.000116036,0.000123756,-3.55343e-05,3
810,-0.000117476,0.000123113,-3.51244e-05,3
810.5,-0.00011893,0.00012246,-3.4678e-05,3
811,-0.000120399,0.0001218,-3.41942e-05,3
811.5,-0.000121883,0.000121132,-3.36719e-05,3
812,-0.000123382,0.000120455,-3.311e-05,3
812.5,-0.000124895,0.000119772,-3.25076e-05,3
813,-0.000126424,0.000119082,-3.18636e-05,3
813.5,-0.000127968,0.000118385,-3.11769e-05,3
814,-0.000129527,0.000117682,-3.04466e-05,3
814.5,-0.000131101,0.000116973,-2.96717e-05,3
815,-0.00013269,0.000116258,-2.88512e-05,3
815.5,-0.000134293,0.000115539,-2.79842e-05,3
816,-0.000135912,0.000114815,-2.70696e-05,3
816.5,-0.000137546,0.000114087,-2.61065e-05,3
817,-0.000139195,0.000113355,-2.50941e-05,3
817.5,-0.000140859,0.00011262,-2.40314e-05,3
818,-0.000142539,0.000111883,-2.29175e-05,3
818.5,-0.000144233,0.000111143,-2.17516e-05,3
819,-0.000145942,0.000110402,-2.05328e-05,3
819.5,-0.000147666,0.000109659,-1.92604e-05,3
820,-0.000149405,0.000108917,-1.79335e-05,3
820.5,-0.000151159,0.000108174,-1.65514e-05,3
821,-0.000152927,0.000107432,-1.51133e-05,3
821.5,-0.000154711,0.000106692,-1.36186e-05,3
822,-0.000156509,0.000105953,-1.20665e-05,3
822.5,-0.000158323,0.000105217,-1.04564e-05,3
823,-0.000160151,0.000104484,-8.78781e-06,3
823.5,-0.000161993,0.000103755,-7.06001e-06,3
824,-0.000163851,0.00010303,-5.27251e-06,3
824.5,-0.000165723,0.000102311,-3.42482e-06,3
825,-0.000167609,0.000101597,-1.51646e-06,3
825.5,-0.000169511,0.00010089,4.5298e-07,3
826,-0.000171426,0.000100191,2.48388e-06,3
826.5,-0.000173356,9.94992e-05,4.57659e-06,3
827,-0.0001753,9.88162e-05,6.7314e-06,3
827.5,-0.000177259,9.81426e-05,8.94857e-06,3
828,-0.000179231,9.74791e-05,1.12283e-05,3
828.5,-0.000181218,9.68265e-05,1.35707e-05,3
829,-0.000183219,9.61853e-05,1.5976e-05,3
829.5,-0.000185233,9.55564e-05,1.84442e-05,3
830,-0.000187261,9.49405e-05,2.09752e-05,3
830.5,-0.000189303,9.43382e-05,2.35691e-05,3
831,-0.000191358,9.37502e-05,2.62258e-05,3
831.5,-0.000193426,9.31773e-05,2.89451e-05,3
832,-0.000195507,9.26202e-05,3.17269e-05,3
832.5,-0.000197602,9.20794e-05,3.45708e-05,3
833,-0.000199709,9.15557e-05,3.74765e-05,3
833.5,-0.000201828,9.10498e-05,4.04438e-05,3
834,-0.000203959,9.05621e-05,4.3472e-05,3
834.5,-0.000206102,9.00935e-05,4.65609e-05,3
835,-0.000208257,8.96444e-05,4.97097e-05,3
835.5,-0.000210423,8.92155e-05,5.2918e-05,3
836,-0.0002126,8.88073e-05,5.61849e-05,3
836.5,-0.000214787,8.84203e-05,5.95098e-05,3
837,-0.000216985,8.80551e-05,6.28919e-05,3
837.5,-0.000219192,8.77122e-05,6.63303e-05,3
838,-0.000221408,8.73919e-05,6.98241e-05,3
838.5,-0.000223632,8.70948e-05,7.33722e-05,3
839,-0.000225864,8.68212e-05,7.69735e-05,3
839.5,-0.000228104,8.65716e-05,8.0627e-05,3
840,-0.00023035,8.63461e-05,8.43313e-05,3
840.5,-0.000232602,8.61452e-05,8.80852e-05,3
841,-0.000234859,8.59691e-05,9.18874e-05,3
841.5,-0.00023712,8.5818e-05,9.57363e-05,3
842,-0.000239385,8.56921e-05,9.96305e-05,3
842.5,-0.000241651,8.55915e-05,0.000103568,3
843,-0.000243919,8.55164e-05,0.000107548,3
843.5,-0.000246188,8.54668e-05,0.000111568,3
844,-0.000248455,8.54428e-05,0.000115627,3
844.5,-0.00025072,8.54442e-05,0.000119721,3
845,-0.000252981,8.54711e-05,0.000123851,3
845.5,-0.000255238,8.55233e-05,0.000128012,3
846,-0.000257488,8.56007e-05,0.000132204,3
846.5,-0.00025973,8.5703e-05,0.000136423,3
847,-0.000261962,8.583e-05,0.000140668,3
847.5,-0.000264183,8.59814e-05,0.000144936,3
848,-0.00026639,8.61568e-05,0.000149224,3
848.5,-0.000268583,8.63558e-05,0.000153531,3
849,-0.000270758,8.6578e-05,0.000157852,3
849.5,-0.000272914,8.68229e-05,0.000162185,3
850,-0.000275048,8.709e-05,0.000166528,3
850.5,-0.000277159,8.73785e-05,0.000170877,3
851,-0.000279243,8.7688e-05,0.000175229,3
851.5,-0.000281298,8.80177e-05,0.00017958,3
852,-0.000283322,8.83669e-05,0.000183928,3
852.5,-0.000285312,8.87347e-05,0.000188269,3
853,-0.000287264,8.91205e-05,0.000192599,3
853.5,-0.000289177,8.95232e-05,0.000196915,3
854,-0.000291047,8.9942e-05,0.000201213,3
854.5,-0.000292871,9.0376e-05,0.000205488,3
855,-0.000294645,9.08241e-05,0.000209738,3
855.5,-0.000296366,9.12854e-05,0.000213957,3
856,-0.000298031,9.17586e-05,0.000218141,3
856.5,-0.000299637,9.22428e-05,0.000222286,3
857,-0.000301179,9.27368e-05,0.000226388,3
857.5,-0.000302653,9.32395e-05,0.000230442,3
858,-0.000304057,9.37495e-05,0.000234443,3
858.5,-0.000305386,9.42658e-05,0.000238386,3
859,-0.000306635,9.47869e-05,0.000242266,3
859.5,-0.000307801,9.53118e-05,0.000246078,3
860,-0.00030888,9.58389e-05,0.000249817,3
860.5,-0.000309868,9.63671e-05,0.000253478,3
861,-0.000310759,9.68949e-05,0.000257054,3
861.5,-0.00031155,9.7421e-05,0.000260541,3
862,-0.000312236,9.79441e-05,0.000263932,3
862.5,-0.000312812,9.84627e-05,0.000267223,3
863,-0.000313275,9.89754e-05,0.000270406,3
863.5,-0.000313619,9.94809e-05,0.000273475,3
864,-0.000313839,9.99777e-05,0.000276425,3
864.5,-0.000313932,0.000100464,0.000279249,3
865,-0.000313891,0.00010094,0.000281941,3
865.5,-0.000313713,0.000101402,0.000284493,3
866,-0.000313393,0.00010185,0.0002869,3
866.5,-0.000312926,0.000102282,0.000289154,3
867,-0.000312307,0.000102697,0.000291248,3
867.5,-0.000311531,0.000103093,0.000293176,3
868,-0.000310593,0.00010347,0.00029493,3
868.5,-0.00030949,0.000103825,0.000296503,3
869,-0.000308215,0.000104158,0.000297887,3
869.5,-0.000306765,0.000104466,0.000299075,3
870,-0.000305135,0.00010475,0.000300059,3
870.5,-0.000303319,0.000105006,0.000300832,3
871,-0.000301314,0.000105234,0.000301385,3
871.5,-0.000299115,0.000105433,0.00030171,3
872,-0.000296718,0.000105601,0.000301799,3
872.5,-0.000294117,0.000105738,0.000301645,3
873,-0.00029131,0.00010584,0.000301238,3
873.5,-0.00028829,0.000105908,0.00030057,3
874,-0.000285055,0.00010594,0.000299632,3
874.5,-0.0002816,0.000105934,0.000298417,3
875,-0.000277921,0.00010589,0.000296914,3
875.5,-0.000274014,0.000105805,0.000295115,3
876,-0.000269875,0.000105678,0.000293011,3
876.5,-0.0002655,0.000105508,0.000290592,3
877,-0.000260886,0.000105293,0.00028785,3
877.5,-0.000256029,0.000105032,0.000284775,3
878,-0.000250925,0.000104722,0.000281358,3
878.5,-0.000245571,0.000104363,0.000277588,3
879,-0.000239965,0.000103951,0.000273457,3
879.5,-0.000234101,0.000103486,0.000268954,3
880,-0.000227978,0.000102965,0.00026407,3
880.5,-0.000221593,0.000102386,0.000258795,3
881,-0.000214942,0.000101746,0.000253118,3
881.5,-0.000208023,0.000101044,0.00024703,3
882,-0.000200833,0.000100276,0.000240521,3
882.5,-0.000193371,9.94396e-05,0.00023358,3
883,-0.000185633,9.85324e-05,0.000226197,3
883.5,-0.000177618,9.75511e-05,0.000218362,3
884,-0.000169324,9.64925e-05,0.000210064,3
884.5,-0.000160749,9.53532e-05,0.000201292,3
885,-0.000151892,9.41297e-05,0.000192037,3
885.5,-0.000142752,9.28184e-05,0.000182288,3
886,-0.000133327,9.14156e-05,0.000172033,3
886.5,-0.000123618,8.99173e-05,0.000161263,3
887,-0.000113623,8.83197e-05,0.000149965,3
887.5,-0.000103343,8.66186e-05,0.000138129,3
888,-9.27786e-05,8.48099e-05,0.000125744,3
888.5,-8.19296e-05,8.28895e-05,0.000112798,3
889,-7.07974e-05,8.08533e-05,9.92784e-05,3
889.5,-5.93834e-05,7.86971e-05,8.51739e-05,3
890,-4.76895e-05,7.64169e-05,7.04717e-05,3
890.5,-3.57182e-05,7.40087e-05,5.51587e-05,3
891,-2.3472e-05,7.14687e-05,3.92211e-05,3
891.5,-1.09545e-05,6.87934e-05,2.26446e-05,3
892,1.83061e-06,6.59792e-05,5.41395e-06,3
892.5,1.4879e-05,6.30232e-05,-1.24871e-05,3
893,2.81856e-05,5.99226e-05,-3.10761e-05,3
893.5,4.17451e-05,5.6675e-05,-5.0372e-05,3
894,5.55513e-05,5.32786e-05,-7.03958e-05,3
894.5,6.95976e-05,4.9732e-05,-9.11709e-05,3
895,8.38768e-05,4.60344e-05,-0.000112724,3
895.5,9.83813e-05,4.21857e-05,-0.000135085,3
896,0.000113103,3.81862e-05,-0.00015829,3
896.5,0.000128033,3.40374e-05,-0.000182383,3
897,0.000143162,2.97411e-05,-0.00020742,3
897.5,0.000158481,2.53002e-05,-0.000233486,3
898,0.000173982,2.07185e-05,-0.000260748,3
898.5,0.000189654,1.60005e-05,-0.000289778,3
899,0.000205487,1.1152e-05,-0.000323493,3
899.5,0.000221474,6.18048e-06,-0.000378837,3
900,0.000236831,1.12028e-06,-0.000392672,4
900.5,0.000251553,-3.99871e-06,-0.000400092,4
901,0.000265646,-9.14863e-06,-0.000405559,4
901.5,0.000279115,-1.4303e-05,-0.000408456,4
902,0.000291965,-1.9437e-05,-0.000407879,4
902.5,0.000304198,-2.45274e-05,-0.000403321,4
903,0.000315814,-2.95533e-05,-0.000394627,4
903.5,0.000326809,-3.44957e-05,-0.000381873,4
904,0.000337178,-3.9338e-05,-0.000365286,4
904.5,0.000346912,-4.40659e-05,-0.00034518,4
905,0.000356005,-4.86673e-05,-0.000321927,4
905.5,0.000364449,-5.31326e-05,-0.000295929,4
906,0.000372236,-5.74544e-05,-0.000267613,4
906.5,0.000379359,-6.16277e-05,-0.000237414,4
907,0.000385814,-6.56495e-05,-0.000205771,4
907.5,0.000391599,-6.95191e-05,-0.000173122,4
908,0.000396712,-7.32377e-05,-0.000139896,4
908.5,0.000401158,-7.68081e-05,-0.000106515,4
909,0.000404941,-8.02351e-05,-7.3382e-05,4
909.5,0.000408071,-8.35247e-05,-4.08835e-05,4
910,0.000410559,-8.66844e-05,-9.38287e-06,4
910.5,0.000412421,-8.97225e-05,2.07816e-05,4
911,0.000413675,-9.26485e-05,4.93003e-05,4
911.5,0.000414343,-9.54723e-05,7.58943e-05,4
912,0.000414449,-9.82043e-05,0.000100318,4
912.5,0.00041402,-0.000100856,0.000122359,4
913,0.000413085,-0.000103437,0.000141844,4
913.5,0.000411676,-0.000105959,0.000158633,4
914,0.000409823,-0.000108432,0.000172624,4
914.5,0.000407562,-0.000110868,0.000183751,4
915,0.000404925,-0.000113276,0.000191985,4
915.5,0.000401946,-0.000115666,0.000197331,4
916,0.000398659,-0.000118046,0.000199826,4
916.5,0.000395096,-0.000120426,0.000199539,4
917,0.000391287,-0.000122813,0.00019657,4
917.5,0.000387264,-0.000125214,0.000191044,4
918,0.000383051,-0.000127637,0.000183113,4
918.5,0.000378674,-0.000130088,0.000172951,4
919,0.000374155,-0.000132572,0.000160751,4
919.5,0.000369513,-0.000135093,0.000146726,4
920,0.000364763,-0.000137657,0.000131102,4
920.5,0.000359917,-0.000140267,0.000114118,4
921,0.000354985,-0.000142927,9.60247e-05,4
921.5,0.000349972,-0.000145638,7.70782e-05,4
922,0.000344881,-0.000148405,5.75397e-05,4
922.5,0.000339711,-0.000151227,3.76723e-05,4
923,0.000334459,-0.000154107,1.77376e-05,4
923.5,0.000329119,-0.000157046,-2.00686e-06,4
924,0.00032368,-0.000160045,-2.13109e-05,4
924.5,0.000318132,-0.000163102,-3.99344e-05,4
925,0.000312462,-0.000166219,-5.76509e-05,4
925.5,0.000306654,-0.000169395,-7.42502e-05,4
926,0.000300693,-0.000172629,-8.95411e-05,4
926.5,0.00029456,-0.00017592,-0.000103355,4
927,0.00028824,-0.000179268,-0.000115547,4
927.5,0.000281712,-0.00018267,-0.000125999,4
928,0.000274961,-0.000186126,-0.000134621,4
928.5,0.000267969,-0.000189633,-0.000141353,4
929,0.000260721,-0.000193189,-0.000146164,4
929.5,0.000253202,-0.000196794,-0.000149053,4
930,0.000245399,-0.000200444,-0.000150049,4
930.5,0.000237302,-0.000204137,-0.000149207,4
931,0.000228903,-0.000207871,-0.00014661,4
931.5,0.000220197,-0.000211643,-0.000142363,4
932,0.000211181,-0.000215449,-0.000136592,4
932.5,0.000201856,-0.000219287,-0.00012944,4
933,0.000192226,-0.000223152,-0.000121063,4
933.5,0.000182298,-0.00022704,-0.00011163,4
934,0.000172082,-0.000230947,-0.000101313,4
934.5,0.000161592,-0.000234867,-9.02889e-05,4
935,0.000150846,-0.000238795,-7.87355e-05,4
935.5,0.000139863,-0.000242724,-6.68266e-05,4
936,0.000128668,-0.000246647,-5.47309e-05,4
936.5,0.000117287,-0.000250557,-4.26093e-05,4
937,0.000105749,-0.000254445,-3.06133e-05,4
937.5,9.40857e-05,-0.000258303,-1.88835e-05,4
938,8.23316e-05,-0.000262121,-7.54806e-06,4
938.5,7.05224e-05,-0.000265889,3.27803e-06,4
939,5.86959e-05,-0.000269597,1.34936e-05,4
939.5,4.68911e-05,-0.000273232,2.3012e-05,4
940,3.51483e-05,-0.000276783,3.1761e-05,4
940.5,2.35084e-05,-0.000280239,3.96837e-05,4
941,1.20125e-05,-0.000283585,4.67377e-05,4
941.5,7.02076e-07,-0.00028681,5.28956e-05,4
942,-1.03819e-05,-0.0002899,5.81442e-05,4
942.5,-2.1199e-05,-0.000292843,6.24844e-05,4
943,-3.17096e-05,-0.000295624,6.593e-05,4
943.5,-4.18756e-05,-0.000298232,6.85069e-05,4
944,-5.16601e-05,-0.000300652,7.02517e-05,4
944.5,-6.10282e-05,-0.000302873,7.12105e-05,4
945,-6.9947e-05,-0.000304883,7.14368e-05,4
945.5,-7.83856e-05,-0.00030667,7.09901e-05,4
946,-8.63158e-05,-0.000308225,6.99338e-05,4
946.5,-9.37118e-05,-0.000309536,6.83335e-05,4
947,-0.00010055,-0.000310596,6.62556e-05,4
947.5,-0.000106811,-0.000311396,6.37655e-05,4
948,-0.000112477,-0.000311931,6.09265e-05,4
948.5,-0.000117533,-0.000312195,5.77987e-05,4
949,-0.000121968,-0.000312183,5.44385e-05,4
949.5,-0.000125772,-0.000311893,5.08976e-05,4
950,-0.00012894,-0.000311324,4.72233e-05,4
950.5,-0.000131469,-0.000310476,4.34581e-05,4
951,-0.000133358,-0.00030935,3.96396e-05,4
951.5,-0.000134608,-0.000307949,3.58012e-05,4
952,-0.000135226,-0.000306278,3.19716e-05,4
952.5,-0.000135218,-0.000304342,2.8176e-05,4
953,-0.000134594,-0.000302148,2.44356e-05,4
953.5,-0.000133365,-0.000299703,2.07687e-05,4
954,-0.000131546,-0.000297019,1.71904e-05,4
954.5,-0.000129152,-0.000294103,1.37136e-05,4
955,-0.000126201,-0.000290969,1.03485e-05,4
955.5,-0.000122714,-0.000287628,7.10373e-06,4
956,-0.00011871,-0.000284092,3.98603e-06,4
956.5,-0.000114213,-0.000280376,1.00067e-06,4
957,-0.000109247,-0.000276493,-1.84831e-06,4
957.5,-0.000103836,-0.000272458,-4.558e-06,4
958,-9.8008e-05,-0.000268285,-7.12643e-06,4
958.5,-9.17891e-05,-0.00026399,-9.55242e-06,4
959,-8.52078e-05,-0.000259587,-1.18355e-05,4
959.5,-7.82929e-05,-0.00025509,-1.39758e-05,4
960,-7.10741e-05,-0.000250515,-1.5974e-05,4
960.5,-6.35813e-05,-0.000245875,-1.78313e-05,4
961,-5.58449e-05,-0.000241184,-1.95492e-05,4
961.5,-4.78957e-05,-0.000236457,-2.11298e-05,4
962,-3.97647e-05,-0.000231705,-2.25755e-05,4
962.5,-3.14827e-05,-0.000226941,-2.38891e-05,4
963,-2.30809e-05,-0.000222177,-2.50738e-05,4
963.5,-1.45901e-05,-0.000217423,-2.61333e-05,4
964,-6.04109e-06,-0.00021269,-2.70716e-05,4
