time,wx,wy,wz,qw,qx,qy,qz,angle_to_exclusion,angle_to_los,angle_to_docking,phase
609.5,0.00388799,-0.00537732,0.0192553,0.716982,-0.655652,0.17326,0.161364,117.296,27.8387,95.0581,3
610,0.00392013,-0.00546653,0.0190808,0.717066,-0.653895,0.175607,0.165526,117.843,28.4013,95.1661,3
610.5,0.00395118,-0.00555578,0.0188967,0.717148,-0.65212,0.177906,0.169666,118.384,28.9592,95.2732,3
611,0.00398114,-0.00564502,0.018704,0.717229,-0.650328,0.180156,0.173782,118.921,29.512,95.3792,3
611.5,0.00401005,-0.00573423,0.0185036,0.717309,-0.648518,0.182356,0.177872,119.452,30.0597,95.4842,3
612,0.00403792,-0.00582335,0.0182963,0.717389,-0.646692,0.184503,0.181935,119.978,30.6019,95.5882,3
612.5,0.00406477,-0.00591236,0.0180829,0.71747,-0.644852,0.186598,0.185969,120.498,31.1385,95.691,3
613,0.00409062,-0.00600121,0.0178641,0.717552,-0.642997,0.18864,0.189974,121.012,31.6692,95.7928,3
613.5,0.00411548,-0.00608987,0.0176408,0.717635,-0.641128,0.190627,0.193948,121.52,32.194,95.8934,3
614,0.00413939,-0.00617831,0.0174134,0.717722,-0.639246,0.192559,0.197891,122.022,32.7127,95.993,3
614.5,0.00416235,-0.00626649,0.0171828,0.717811,-0.637352,0.194436,0.201801,122.518,33.2253,96.0915,3
615,0.00418438,-0.0063544,0.0169494,0.717904,-0.635447,0.196257,0.205678,123.007,33.7315,96.1889,3
615.5,0.0042055,-0.00644199,0.0167139,0.718001,-0.633531,0.198022,0.209522,123.489,34.2314,96.2852,3
616,0.00422572,-0.00652925,0.0164767,0.718103,-0.631605,0.199731,0.213332,123.965,34.7249,96.3805,3
616.5,0.00424507,-0.00661616,0.0162384,0.71821,-0.629668,0.201384,0.217108,124.435,35.212,96.4747,3
617,0.00426355,-0.00670268,0.0159994,0.718323,-0.627723,0.202981,0.220849,124.898,35.6925,96.5678,3
617.5,0.00428119,-0.00678879,0.0157602,0.718442,-0.625769,0.204521,0.224556,125.354,36.1666,96.6599,3
618,0.00429799,-0.00687448,0.0155212,0.718567,-0.623807,0.206006,0.228227,125.804,36.6341,96.7509,3
618.5,0.00431397,-0.00695973,0.0152827,0.718699,-0.621838,0.207435,0.231864,126.247,37.0952,96.841,3
619,0.00432915,-0.00704451,0.0150452,0.718838,-0.619861,0.208808,0.235466,126.683,37.5498,96.93,3
619.5,0.00434353,-0.00712881,0.0148089,0.718984,-0.617877,0.210127,0.239033,127.113,37.9979,97.0181,3
620,0.00435714,-0.00721262,0.0145742,0.719138,-0.615887,0.21139,0.242566,127.536,38.4397,97.1052,3
620.5,0.00436997,-0.00729592,0.0143415,0.7193,-0.61389,0.2126,0.246064,127.953,38.8751,97.1913,3
621,0.00438206,-0.00737869,0.0141108,0.71947,-0.611888,0.213756,0.249528,128.363,39.3042,97.2765,3
621.5,0.0043934,-0.00746092,0.0138826,0.719648,-0.60988,0.214859,0.252959,128.767,39.7271,97.3607,3
622,0.004404,-0.0075426,0.013657,0.719835,-0.607867,0.215909,0.256356,129.165,40.1438,97.444,3
622.5,0.00441389,-0.00762372,0.0134342,0.72003,-0.605849,0.216908,0.25972,129.557,40.5544,97.5265,3
623,0.00442306,-0.00770427,0.0132146,0.720234,-0.603826,0.217855,0.263051,129.942,40.9591,97.608,3
623.5,0.00443154,-0.00778423,0.0129982,0.720446,-0.601799,0.218752,0.266351,130.321,41.3578,97.6887,3
624,0.00443932,-0.0078636,0.0127852,0.720668,-0.599767,0.219599,0.269619,130.695,41.7507,97.7685,3
624.5,0.00444642,-0.00794236,0.0125757,0.720898,-0.59773,0.220397,0.272855,131.062,42.1379,97.8475,3
625,0.00445285,-0.00802052,0.01237,0.721137,-0.59569,0.221146,0.276062,131.424,42.5195,97.9256,3
625.5,0.00445861,-0.00809805,0.0121682,0.721384,-0.593645,0.221848,0.279238,131.78,42.8955,98.0029,3
626,0.00446372,-0.00817496,0.0119704,0.72164,-0.591597,0.222503,0.282385,132.131,43.2662,98.0793,3
626.5,0.00446818,-0.00825124,0.0117766,0.721905,-0.589544,0.223112,0.285503,132.476,43.6316,98.155,3
627,0.004472,-0.00832687,0.011587,0.722178,-0.587488,0.223676,0.288593,132.816,43.9918,98.2298,3
627.5,0.00447518,-0.00840186,0.0114017,0.722459,-0.585428,0.224196,0.291656,133.151,44.347,98.3038,3
628,0.00447774,-0.00847619,0.0112207,0.722749,-0.583364,0.224671,0.294692,133.48,44.6973,98.377,3
628.5,0.00447969,-0.00854987,0.0110442,0.723046,-0.581296,0.225105,0.297702,133.805,45.0427,98.4494,3
629,0.00448102,-0.00862288,0.0108721,0.723352,-0.579224,0.225496,0.300687,134.125,45.3835,98.521,3
629.5,0.00448174,-0.00869523,0.0107046,0.723665,-0.577149,0.225846,0.303647,134.441,45.7197,98.5918,3
630,0.00448186,-0.0087669,0.0105416,0.723985,-0.57507,0.226157,0.306583,134.752,46.0514,98.6618,3
630.5,0.00448139,-0.0088379,0.0103833,0.724312,-0.572987,0.226427,0.309496,135.058,46.3789,98.731,3
631,0.00448034,-0.00890821,0.0102296,0.724646,-0.5709,0.22666,0.312387,135.36,46.7022,98.7993,3
631.5,0.0044787,-0.00897784,0.0100807,0.724987,-0.56881,0.226854,0.315256,135.658,47.0214,98.8668,3
632,0.00447649,-0.00904678,0.00993638,0.725334,-0.566715,0.227012,0.318103,135.953,47.3367,98.9335,3
632.5,0.0044737,-0.00911503,0.00979681,0.725687,-0.564617,0.227134,0.320931,136.243,47.6482,98.9993,3
633,0.00447036,-0.00918258,0.00966198,0.726046,-0.562514,0.227221,0.323739,136.529,47.956,99.0643,3
633.5,0.00446645,-0.00924944,0.00953187,0.726409,-0.560407,0.227273,0.326528,136.812,48.2603,99.1284,3
634,0.00446198,-0.00931559,0.0094065,0.726778,-0.558296,0.227292,0.329299,137.092,48.5612,99.1916,3
634.5,0.00445697,-0.00938104,0.00928587,0.727151,-0.55618,0.227278,0.332053,137.368,48.8588,99.2539,3
635,0.00445141,-0.00944578,0.00916995,0.727529,-0.55406,0.227233,0.33479,137.641,49.1532,99.3152,3
635.5,0.00444531,-0.00950981,0.00905876,0.72791,-0.551936,0.227156,0.337511,137.911,49.4445,99.3756,3
636,0.00443868,-0.00957312,0.00895226,0.728295,-0.549807,0.227049,0.340217,138.178,49.733,99.435,3
636.5,0.00443152,-0.00963572,0.00885044,0.728683,-0.547673,0.226913,0.342909,138.443,50.0187,99.4935,3
637,0.00442383,-0.00969761,0.00875329,0.729073,-0.545534,0.226748,0.345587,138.704,50.3016,99.5509,3
637.5,0.00441562,-0.00975877,0.00866078,0.729465,-0.543391,0.226555,0.348253,138.964,50.5821,99.6073,3
638,0.00440689,-0.00981921,0.00857289,0.72986,-0.541242,0.226335,0.350906,139.22,50.8601,99.6625,3
638.5,0.00439765,-0.00987893,0.00848959,0.730255,-0.539088,0.226089,0.353547,139.475,51.1357,99.7167,3
639,0.00438791,-0.00993792,0.00841085,0.730651,-0.536929,0.225817,0.356178,139.727,51.4092,99.7697,3
639.5,0.00437766,-0.00999619,0.00833664,0.731048,-0.534765,0.22552,0.358798,139.978,51.6806,99.8216,3
640,0.00436691,-0.0100537,0.00826692,0.731445,-0.532595,0.225199,0.361409,140.227,51.9499,99.8723,3
640.5,0.00435567,-0.0101105,0.00820167,0.731841,-0.530419,0.224854,0.364012,140.474,52.2175,99.9217,3
641,0.00434394,-0.0101666,0.00814084,0.732236,-0.528238,0.224487,0.366606,140.719,52.4832,99.9698,3
641.5,0.00433172,-0.0102219,0.00808439,0.73263,-0.526051,0.224098,0.369193,140.963,52.7473,100.017,3
642,0.00431903,-0.0102765,0.0080323,0.733022,-0.523858,0.223687,0.371773,141.205,53.0099,100.062,3
642.5,0.00430586,-0.0103304,0.00798451,0.733411,-0.521659,0.223256,0.374347,141.447,53.2709,100.106,3
643,0.00429222,-0.0103835,0.00794099,0.733798,-0.519454,0.222805,0.376916,141.687,53.5307,100.149,3
643.5,0.00427811,-0.0104359,0.00790169,0.734181,-0.517243,0.222334,0.37948,141.926,53.7892,100.19,3
644,0.00426354,-0.0104876,0.00786657,0.73456,-0.515026,0.221845,0.382039,142.164,54.0465,100.229,3
644.5,0.00424851,-0.0105384,0.00783558,0.734935,-0.512802,0.221338,0.384596,142.402,54.3028,100.267,3
645,0.00423303,-0.0105886,0.00780868,0.735305,-0.510571,0.220814,0.387149,142.639,54.5582,100.304,3
645.5,0.00421711,-0.010638,0.00778583,0.73567,-0.508334,0.220272,0.3897,142.875,54.8126,100.338,3
646,0.00420074,-0.0106867,0.00776697,0.736029,-0.50609,0.219715,0.392249,143.111,55.0663,100.371,3
646.5,0.00418393,-0.0107346,0.00775206,0.736381,-0.50384,0.219142,0.394797,143.347,55.3192,100.402,3
647,0.00416669,-0.0107818,0.00774104,0.736727,-0.501582,0.218553,0.397345,143.583,55.5716,100.432,3
647.5,0.00414902,-0.0108282,0.00773387,0.737065,-0.499318,0.217951,0.399893,143.818,55.8234,100.459,3
648,0.00413092,-0.0108739,0.0077305,0.737395,-0.497046,0.217335,0.402441,144.054,56.0747,100.485,3
648.5,0.00411241,-0.0109188,0.00773088,0.737717,-0.494768,0.216705,0.40499,144.289,56.3257,100.508,3
649,0.00409349,-0.0109629,0.00773495,0.73803,-0.492482,0.216062,0.407541,144.525,56.5764,100.53,3
649.5,0.00407415,-0.0110064,0.00774266,0.738334,-0.490189,0.215408,0.410095,144.761,56.8269,100.549,3
650,0.00405441,-0.011049,0.00775395,0.738627,-0.487889,0.214741,0.412651,144.998,57.0771,100.566,3
650.5,0.00403427,-0.0110909,0.00776879,0.73891,-0.485581,0.214064,0.41521,145.235,57.3273,100.581,3
651,0.00401374,-0.0111321,0.0077871,0.739183,-0.483266,0.213376,0.417773,145.473,57.5775,100.594,3
651.5,0.00399282,-0.0111725,0.00780883,0.739444,-0.480943,0.212677,0.42034,145.711,57.8277,100.604,3
652,0.00397152,-0.0112121,0.00783394,0.739692,-0.478612,0.211969,0.422912,145.95,58.0781,100.612,3
652.5,0.00394983,-0.011251,0.00786235,0.739929,-0.476274,0.211251,0.425489,146.19,58.3285,100.617,3
653,0.00392778,-0.0112892,0.00789401,0.740152,-0.473929,0.210525,0.428072,146.431,58.5792,100.62,3
653.5,0.00390535,-0.0113265,0.00792887,0.740362,-0.471575,0.209791,0.430661,146.674,58.8302,100.62,3
654,0.00388256,-0.0113632,0.00796686,0.740558,-0.469214,0.209048,0.433256,146.917,59.0815,100.618,3
654.5,0.00385942,-0.011399,0.00800792,0.74074,-0.466845,0.208298,0.435858,147.161,59.3332,100.613,3
655,0.00383592,-0.0114341,0.00805199,0.740906,-0.464468,0.207541,0.438468,147.407,59.5853,100.605,3
655.5,0.00381207,-0.0114685,0.00809901,0.741058,-0.462083,0.206777,0.441085,147.654,59.8379,100.594,3
656,0.00378789,-0.0115021,0.00814892,0.741193,-0.459691,0.206007,0.44371,147.903,60.091,100.58,3
656.5,0.00376336,-0.0115349,0.00820165,0.741312,-0.45729,0.205231,0.446344,148.153,60.3446,100.564,3
657,0.00373851,-0.011567,0.00825713,0.741414,-0.454882,0.204449,0.448986,148.405,60.5988,100.544,3
657.5,0.00371333,-0.0115983,0.00831531,0.741498,-0.452466,0.203663,0.451638,148.658,60.8537,100.521,3
658,0.00368782,-0.0116289,0.00837611,0.741565,-0.450041,0.202871,0.454299,148.913,61.1093,100.495,3
658.5,0.00366201,-0.0116587,0.00843946,0.741613,-0.447609,0.202075,0.45697,149.17,61.3655,100.466,3
659,0.00363588,-0.0116877,0.0085053,0.741643,-0.445169,0.201275,0.459652,149.429,61.6225,100.433,3
659.5,0.00360945,-0.011716,0.00857355,0.741653,-0.44272,0.200471,0.462343,149.689,61.8802,100.397,3
660,0.00358272,-0.0117436,0.00864415,0.741643,-0.440264,0.199663,0.465045,149.952,62.1387,100.358,3
660.5,0.0035557,-0.0117703,0.00871701,0.741614,-0.4378,0.198852,0.467759,150.216,62.398,100.315,3
661,0.00352838,-0.0117964,0.00879208,0.741563,-0.435328,0.198039,0.470483,150.483,62.6581,100.269,3
661.5,0.00350079,-0.0118216,0.00886927,0.741492,-0.432848,0.197222,0.473219,150.752,62.9191,100.219,3
662,0.00347292,-0.0118461,0.00894851,0.741399,-0.43036,0.196403,0.475966,151.022,63.1809,100.166,3
662.5,0.00344478,-0.0118699,0.00902972,0.741284,-0.427864,0.195582,0.478725,151.295,63.4437,100.108,3
663,0.00341637,-0.0118929,0.00911282,0.741147,-0.425361,0.194759,0.481496,151.571,63.7073,100.047,3
663.5,0.0033877,-0.0119151,0.00919774,0.740987,-0.422849,0.193934,0.484279,151.848,63.9717,99.9823,3
664,0.00335878,-0.0119366,0.00928439,0.740804,-0.42033,0.193108,0.487075,152.128,64.2371,99.9135,3
664.5,0.00332961,-0.0119573,0.0093727,0.740597,-0.417803,0.192281,0.489883,152.41,64.5034,99.8408,3
665,0.00330019,-0.0119773,0.00946258,0.740366,-0.415268,0.191452,0.492704,152.694,64.7706,99.764,3
665.5,0.00327054,-0.0119965,0.00955395,0.74011,-0.412726,0.190623,0.495537,152.981,65.0388,99.6832,3
666,0.00324065,-0.0120149,0.00964673,0.73983,-0.410176,0.189793,0.498383,153.27,65.3078,99.5983,3
666.5,0.00321054,-0.0120326,0.00974083,0.739525,-0.407619,0.188962,0.501241,153.561,65.5777,99.5093,3
667,0.00318021,-0.0120495,0.00983616,0.739194,-0.405054,0.188131,0.504113,153.855,65.8486,99.4161,3
667.5,0.00314967,-0.0120657,0.00993264,0.738838,-0.402482,0.187299,0.506997,154.151,66.1203,99.3186,3
668,0.00311891,-0.0120811,0.0100302,0.738455,-0.399903,0.186468,0.509894,154.45,66.3929,99.2168,3
668.5,0.00308795,-0.0120958,0.0101287,0.738045,-0.397316,0.185636,0.512804,154.75,66.6664,99.1107,3
669,0.0030568,-0.0121097,0.0102281,0.737609,-0.394723,0.184805,0.515727,155.054,66.9407,99.0003,3
669.5,0.00302545,-0.0121228,0.0103283,0.737145,-0.392122,0.183974,0.518663,155.359,67.2158,98.8854,3
670,0.00299392,-0.0121352,0.0104292,0.736654,-0.389514,0.183143,0.521611,155.667,67.4918,98.7661,3
670.5,0.0029622,-0.0121468,0.0105307,0.736135,-0.3869,0.182313,0.524572,155.977,67.7686,98.6423,3
671,0.00293032,-0.0121577,0.0106328,0.735588,-0.384278,0.181483,0.527545,156.29,68.0461,98.514,3
671.5,0.00289827,-0.0121678,0.0107352,0.735013,-0.381651,0.180654,0.530531,156.605,68.3244,98.3812,3
672,0.00286605,-0.0121772,0.0108381,0.734409,-0.379016,0.179825,0.53353,156.922,68.6034,98.2438,3
672.5,0.00283368,-0.0121858,0.0109411,0.733776,-0.376375,0.178997,0.53654,157.241,68.8831,98.1019,3
673,0.00280116,-0.0121936,0.0110443,0.733114,-0.373728,0.178169,0.539562,157.562,69.1634,97.9553,3
673.5,0.0027685,-0.0122007,0.0111476,0.732423,-0.371075,0.177343,0.542596,157.886,69.4444,97.8041,3
674,0.0027357,-0.012207,0.0112509,0.731702,-0.368415,0.176517,0.545642,158.211,69.726,97.6483,3
674.5,0.00270277,-0.0122126,0.011354,0.730951,-0.36575,0.175692,0.548698,158.538,70.0081,97.4878,3
675,0.00266972,-0.0122174,0.0114569,0.730171,-0.363079,0.174867,0.551766,158.867,70.2908,97.3226,3
675.5,0.00263655,-0.0122214,0.0115595,0.72936,-0.360402,0.174044,0.554845,159.198,70.5739,97.1528,3
676,0.00260327,-0.0122247,0.0116616,0.72852,-0.35772,0.173221,0.557934,159.531,70.8574,96.9782,3
676.5,0.00256988,-0.0122273,0.0117633,0.727648,-0.355032,0.172399,0.561033,159.865,71.1414,96.799,3
677,0.0025364,-0.012229,0.0118644,0.726747,-0.35234,0.171578,0.564142,160.201,71.4257,96.6152,3
677.5,0.00250282,-0.01223,0.0119648,0.725815,-0.349642,0.170757,0.567261,160.538,71.7102,96.4266,3
678,0.00246916,-0.0122303,0.0120645,0.724852,-0.346939,0.169937,0.570389,160.876,71.9951,96.2334,3
678.5,0.00243542,-0.0122297,0.0121632,0.723859,-0.344232,0.169118,0.573526,161.215,72.2801,96.0355,3
679,0.0024016,-0.0122285,0.0122611,0.722835,-0.34152,0.168299,0.576671,161.555,72.5653,95.833,3
679.5,0.00236773,-0.0122264,0.0123578,0.72178,-0.338804,0.167481,0.579824,161.897,72.8505,95.6258,3
680,0.00233379,-0.0122236,0.0124535,0.720694,-0.336084,0.166663,0.582985,162.238,73.1358,95.414,3
680.5,0.0022998,-0.0122201,0.0125479,0.719577,-0.33336,0.165845,0.586153,162.58,73.4211,95.1977,3
681,0.00226577,-0.0122157,0.012641,0.71843,-0.330632,0.165028,0.589327,162.922,73.7063,94.9767,3
681.5,0.0022317,-0.0122106,0.0127327,0.717252,-0.327901,0.164211,0.592508,163.265,73.9914,94.7513,3
682,0.0021976,-0.0122048,0.0128229,0.716043,-0.325166,0.163394,0.595695,163.607,74.2763,94.5213,3
682.5,0.00216347,-0.0121982,0.0129116,0.714803,-0.322428,0.162578,0.598887,163.948,74.5609,94.2869,3
683,0.00212933,-0.0121908,0.0129986,0.713533,-0.319687,0.161761,0.602083,164.289,74.8452,94.048,3
683.5,0.00209517,-0.0121826,0.0130839,0.712232,-0.316943,0.160944,0.605284,164.628,75.1292,93.8047,3
684,0.00206102,-0.0121737,0.0131674,0.710902,-0.314197,0.160127,0.608489,164.966,75.4127,93.5571,3
684.5,0.00202687,-0.012164,0.013249,0.709541,-0.311449,0.159309,0.611696,165.303,75.6956,93.3052,3
685,0.00199272,-0.0121536,0.0133286,0.708149,-0.308698,0.158492,0.614907,165.637,75.9781,93.049,3
685.5,0.0019586,-0.0121424,0.0134062,0.706729,-0.305946,0.157673,0.618119,165.969,76.2598,92.7887,3
686,0.0019245,-0.0121305,0.0134817,0.705278,-0.303192,0.156854,0.621333,166.297,76.5409,92.5242,3
686.5,0.00189044,-0.0121177,0.013555,0.703798,-0.300436,0.156035,0.624547,166.623,76.8212,92.2556,3
687,0.00185641,-0.0121042,0.0136261,0.702289,-0.29768,0.155214,0.627762,166.944,77.1007,91.983,3
687.5,0.00182243,-0.01209,0.0136948,0.700751,-0.294922,0.154393,0.630977,167.261,77.3792,91.7064,3
688,0.0017885,-0.012075,0.0137612,0.699184,-0.292164,0.153571,0.63419,167.572,77.6568,91.426,3
688.5,0.00175464,-0.0120592,0.0138251,0.697589,-0.289406,0.152747,0.637402,167.878,77.9333,91.1417,3
689,0.00172084,-0.0120427,0.0138865,0.695967,-0.286647,0.151922,0.640612,168.177,78.2087,90.8537,3
689.5,0.00168712,-0.0120254,0.0139454,0.694316,-0.283889,0.151096,0.643819,168.469,78.4829,90.562,3
690,0.00165348,-0.0120074,0.0140016,0.692638,-0.28113,0.150268,0.647022,168.753,78.7559,90.2667,3
690.5,0.00161992,-0.0119885,0.0140552,0.690933,-0.278373,0.149439,0.650222,169.027,79.0275,89.9679,3
691,0.00158647,-0.011969,0.0141061,0.689201,-0.275616,0.148608,0.653416,169.292,79.2978,89.6657,3
691.5,0.00155311,-0.0119487,0.0141541,0.687444,-0.272861,0.147775,0.656605,169.547,79.5666,89.3601,3
692,0.00151987,-0.0119276,0.0141994,0.68566,-0.270107,0.146941,0.659789,169.789,79.8339,89.0513,3
692.5,0.00148674,-0.0119058,0.0142418,0.683851,-0.267354,0.146104,0.662965,170.018,80.0995,88.7393,3
693,0.00145374,-0.0118832,0.0142812,0.682018,-0.264604,0.145265,0.666134,170.233,80.3635,88.4242,3
693.5,0.00142087,-0.0118599,0.0143178,0.68016,-0.261855,0.144424,0.669295,170.433,80.6258,88.1061,3
694,0.00138813,-0.0118358,0.0143514,0.678278,-0.259109,0.143581,0.672447,170.617,80.8863,87.7852,3
694.5,0.00135554,-0.011811,0.0143819,0.676373,-0.256366,0.142736,0.675591,170.783,81.1449,87.4614,3
695,0.00132309,-0.0117854,0.0144094,0.674445,-0.253626,0.141888,0.678724,170.93,81.4015,87.1349,3
695.5,0.00129081,-0.0117591,0.0144339,0.672494,-0.25089,0.141037,0.681846,171.058,81.6562,86.8058,3
696,0.00125869,-0.011732,0.0144552,0.670522,-0.248157,0.140184,0.684957,171.165,81.9088,86.4743,3
696.5,0.00122673,-0.0117043,0.0144734,0.668529,-0.245427,0.139328,0.688057,171.25,82.1593,86.1403,3
697,0.00119495,-0.0116757,0.0144885,0.666515,-0.242702,0.13847,0.691144,171.313,82.4076,85.804,3
697.5,0.00116336,-0.0116465,0.0145005,0.664481,-0.239982,0.137608,0.694217,171.354,82.6537,85.4656,3
698,0.00113195,-0.0116165,0.0145092,0.662428,-0.237266,0.136744,0.697277,171.371,82.8974,85.1251,3
698.5,0.00110073,-0.0115858,0.0145148,0.660356,-0.234555,0.135877,0.700323,171.365,83.1388,84.7825,3
699,0.00106971,-0.0115543,0.0145172,0.658265,-0.231849,0.135006,0.703354,171.336,83.3778,84.4381,3
699.5,0.0010389,-0.0115221,0.0145165,0.656157,-0.229149,0.134133,0.706369,171.284,83.6143,84.092,3
700,0.0010083,-0.0114893,0.0145125,0.654033,-0.226454,0.133257,0.709367,171.209,83.8483,83.7442,3
700.5,0.000977911,-0.0114556,0.0145053,0.651892,-0.223766,0.132377,0.71235,171.112,84.0797,83.3949,3
701,0.000947745,-0.0114213,0.014495,0.649736,-0.221084,0.131494,0.715314,170.994,84.3084,83.0441,3
701.5,0.000917805,-0.0113863,0.0144814,0.647564,-0.218409,0.130608,0.718261,170.856,84.5345,82.692,3
702,0.000888095,-0.0113506,0.0144647,0.645379,-0.215741,0.129719,0.72119,170.699,84.7579,82.3387,3
702.5,0.00085862,-0.0113141,0.0144448,0.64318,-0.213079,0.128827,0.724099,170.524,84.9784,81.9842,3
703,0.000829385,-0.011277,0.0144218,0.640969,-0.210426,0.127931,0.726989,170.331,85.1962,81.6288,3
703.5,0.000800395,-0.0112391,0.0143956,0.638745,-0.20778,0.127032,0.729859,170.123,85.4111,81.2725,3
704,0.000771653,-0.0112006,0.0143663,0.636511,-0.205142,0.12613,0.732709,169.9,85.6231,80.9155,3
704.5,0.000743163,-0.0111614,0.014334,0.634265,-0.202512,0.125224,0.735537,169.663,85.8321,80.5578,3
705,0.00071493,-0.0111215,0.0142985,0.63201,-0.199891,0.124315,0.738345,169.414,86.0382,80.1995,3
705.5,0.000686956,-0.0110809,0.01426,0.629745,-0.197279,0.123403,0.74113,169.154,86.2413,79.8408,3
706,0.000659246,-0.0110396,0.0142185,0.627473,-0.194676,0.122488,0.743892,168.883,86.4413,79.4817,3
706.5,0.000631803,-0.0109977,0.014174,0.625192,-0.192082,0.12157,0.746632,168.603,86.6382,79.1224,3
707,0.00060463,-0.0109551,0.0141266,0.622905,-0.189498,0.120648,0.749349,168.314,86.8321,78.763,3
707.5,0.00057773,-0.0109118,0.0140763,0.620611,-0.186924,0.119724,0.752042,168.017,87.0228,78.4036,3
708,0.000551104,-0.0108679,0.0140231,0.618312,-0.184359,0.118796,0.754711,167.714,87.2103,78.0443,3
708.5,0.000524757,-0.0108233,0.013967,0.616008,-0.181805,0.117865,0.757356,167.404,87.3947,77.6852,3
709,0.00049869,-0.0107781,0.0139082,0.613701,-0.179262,0.116931,0.759976,167.089,87.5759,77.3264,3
709.5,0.000472905,-0.0107322,0.0138466,0.61139,-0.176729,0.115995,0.762571,166.769,87.7538,76.968,3
710,0.000447404,-0.0106857,0.0137823,0.609076,-0.174208,0.115055,0.765141,166.445,87.9286,76.6101,3
710.5,0.000422189,-0.0106386,0.0137153,0.606761,-0.171698,0.114113,0.767684,166.117,88.1001,76.2528,3
711,0.000397261,-0.0105908,0.0136458,0.604445,-0.169199,0.113168,0.770202,165.786,88.2683,75.8962,3
711.5,0.000372621,-0.0105424,0.0135737,0.602128,-0.166712,0.11222,0.772694,165.452,88.4333,75.5404,3
712,0.000348271,-0.0104933,0.0134991,0.599812,-0.164237,0.11127,0.775159,165.116,88.595,75.1855,3
712.5,0.00032421,-0.0104437,0.0134221,0.597496,-0.161774,0.110317,0.777597,164.778,88.7534,74.8316,3
713,0.00030044,-0.0103934,0.0133427,0.595183,-0.159324,0.109362,0.780008,164.439,88.9086,74.4788,3
713.5,0.000276962,-0.0103426,0.0132609,0.592872,-0.156886,0.108404,0.782393,164.098,89.0604,74.1272,3
714,0.000253774,-0.0102911,0.0131769,0.590564,-0.154462,0.107445,0.784749,163.756,89.209,73.7768,3
714.5,0.000230877,-0.0102391,0.0130907,0.58826,-0.15205,0.106483,0.787078,163.415,89.3543,73.4278,3
715,0.000208271,-0.0101864,0.0130023,0.58596,-0.149651,0.105519,0.78938,163.072,89.4964,73.0802,3
715.5,0.000185955,-0.0101332,0.0129119,0.583666,-0.147266,0.104554,0.791653,162.73,89.6351,72.7342,3
716,0.000163928,-0.0100794,0.0128194,0.581377,-0.144895,0.103586,0.793899,162.388,89.7706,72.3897,3
716.5,0.00014219,-0.010025,0.012725,0.579095,-0.142538,0.102617,0.796116,162.047,89.9029,72.047,3
717,0.000120739,-0.00997003,0.0126287,0.57682,-0.140194,0.101647,0.798306,161.706,90.0319,71.706,3
717.5,9.95747e-05,-0.00991451,0.0125305,0.574553,-0.137865,0.100675,0.800467,161.366,90.1577,71.3668,3
718,7.86943e-05,-0.00985842,0.0124306,0.572293,-0.13555,0.0997021,0.802599,161.027,90.2803,71.0296,3
718.5,5.80965e-05,-0.00980179,0.0123291,0.570043,-0.13325,0.0987279,0.804704,160.69,90.3998,70.6944,3
719,3.77795e-05,-0.0097446,0.0122258,0.567802,-0.130964,0.0977526,0.80678,160.354,90.516,70.3612,3
719.5,1.77409e-05,-0.00968687,0.0121211,0.565571,-0.128694,0.0967766,0.808827,160.019,90.6291,70.0301,3
720,-2.02143e-06,-0.0096286,0.0120148,0.563351,-0.126438,0.0957997,0.810846,159.687,90.7391,69.7012,3
720.5,-2.15101e-05,-0.00956979,0.0119072,0.561142,-0.124198,0.0948224,0.812836,159.356,90.846,69.3746,3
721,-4.07279e-05,-0.00951046,0.0117982,0.558944,-0.121973,0.0938445,0.814799,159.027,90.9498,69.0503,3
721.5,-5.96777e-05,-0.0094506,0.0116879,0.556759,-0.119764,0.0928664,0.816732,158.7,91.0505,68.7283,3
722,-7.83625e-05,-0.00939023,0.0115764,0.554586,-0.117571,0.091888,0.818638,158.375,91.1483,68.4088,3
722.5,-9.67856e-05,-0.00932933,0.0114638,0.552427,-0.115393,0.0909097,0.820515,158.053,91.243,68.0918,3
723,-0.00011495,-0.00926793,0.0113501,0.550281,-0.113231,0.0899315,0.822364,157.733,91.3348,67.7773,3
723.5,-0.00013286,-0.00920603,0.0112353,0.548149,-0.111086,0.0889536,0.824185,157.416,91.4237,67.4654,3
724,-0.00015052,-0.00914363,0.0111197,0.546031,-0.108956,0.0879761,0.825977,157.101,91.5097,67.1562,3
724.5,-0.000167932,-0.00908073,0.0110032,0.543928,-0.106844,0.0869991,0.827742,156.788,91.5928,66.8496,3
725,-0.000185101,-0.00901734,0.0108859,0.541841,-0.104747,0.0860229,0.82948,156.479,91.673,66.5457,3
725.5,-0.000202031,-0.00895347,0.0107679,0.539769,-0.102668,0.0850476,0.831189,156.172,91.7505,66.2447,3
726,-0.000218726,-0.00888911,0.0106492,0.537714,-0.100605,0.0840733,0.832871,155.868,91.8252,65.9464,3
726.5,-0.000235192,-0.00882429,0.0105299,0.535674,-0.0985591,0.0831001,0.834526,155.567,91.8973,65.6509,3
727,-0.000251432,-0.00875899,0.01041,0.533652,-0.0965302,0.0821283,0.836153,155.269,91.9666,65.3584,3
727.5,-0.000267451,-0.00869322,0.0102897,0.531647,-0.0945185,0.0811579,0.837754,154.975,92.0333,65.0687,3
